time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad),xa,ya,xb,yb
1.01769, -4.291, -4.207, 305.3890, -2.9217, 0.0858, -0.9984, 0.1950, -0.9828
1.01968, -4.317, -4.239, 305.5199, -2.9185, 0.0624, -0.9750, 0.1794, -0.9360
1.02169, -4.342, -4.181, 305.6508, -2.9160, 0.0702, -0.9672, 0.2262, -0.9516
1.02372, -4.367, -4.138, 305.7817, -2.9129, 0.1092, -0.9516, 0.2106, -0.9750
1.02569, -4.391, -4.356, 305.7817, -2.9104, 0.1092, -0.9984, 0.2184, -0.9828
1.02769, -4.415, -4.368, 305.9126, -2.9079, 0.0936, -1.0296, 0.2028, -0.9828
1.02970, -4.439, -4.414, 306.0435, -2.9047, 0.0702, -0.9438, 0.2418, -0.9984
1.03173, -4.463, -4.387, 306.1744, -2.9022, 0.0936, -1.0452, 0.1950, -0.9672
1.03372, -4.485, -4.408, 306.3053, -2.8997, 0.0546, -1.0062, 0.2106, -0.9438
1.03572, -4.507, -4.347, 306.4362, -2.8972, 0.1092, -0.9516, 0.2418, -0.9984
1.03773, -4.529, -4.484, 306.4362, -2.8940, 0.1170, -0.9750, 0.2028, -0.9282
1.03974, -4.551, -4.534, 306.5671, -2.8915, 0.1014, -1.0218, 0.2184, -0.9360
1.04173, -4.572, -4.530, 306.6980, -2.8890, 0.0858, -0.9282, 0.2340, -0.9516
1.04372, -4.592, -4.554, 306.8289, -2.8865, 0.1248, -0.9672, 0.2184, -0.9750
1.04573, -4.612, -4.493, 306.9598, -2.8840, 0.0858, -0.9984, 0.2028, -0.9672
1.04770, -4.631, -4.578, 307.0907, -2.8815, 0.1248, -0.9204, 0.2418, -0.9750
1.04969, -4.650, -4.615, 307.0907, -2.8790, 0.1170, -0.9828, 0.2262, -0.9672
1.05173, -4.669, -4.643, 307.2216, -2.8771, 0.1638, -0.9828, 0.2340, -0.9516
1.05373, -4.687, -4.656, 307.3525, -2.8746, 0.1248, -0.8658, 0.2340, -0.9204
1.05572, -4.705, -4.609, 307.4834, -2.8720, 0.0936, -1.0530, 0.2418, -0.9360
1.05770, -4.722, -4.676, 307.6143, -2.8695, 0.1482, -0.9048, 0.2574, -0.9438
1.05974, -4.739, -4.719, 307.6143, -2.8676, 0.0936, -1.0062, 0.2574, -0.9360
1.06169, -4.755, -4.732, 307.7452, -2.8651, 0.1482, -0.9438, 0.2418, -0.9594
1.06369, -4.770, -4.726, 307.8761, -2.8626, 0.1170, -0.8970, 0.2496, -0.9750
1.06569, -4.785, -4.678, 308.0070, -2.8607, 0.1482, -1.0218, 0.2574, -0.9750
1.06768, -4.800, -4.662, 308.1379, -2.8582, 0.1794, -0.8892, 0.2418, -0.9438
1.06974, -4.815, -4.808, 308.1379, -2.8563, 0.1248, -1.0218, 0.2496, -0.9282
1.07169, -4.828, -4.800, 308.2688, -2.8538, 0.1638, -0.9126, 0.2574, -0.9126
1.07369, -4.841, -4.801, 308.3997, -2.8519, 0.1560, -0.9516, 0.2496, -0.9126
1.07577, -4.854, -4.658, 308.5306, -2.8501, 0.1560, -0.9126, 0.2652, -0.9048
1.07772, -4.866, -4.877, 308.5306, -2.8475, 0.1326, -0.9282, 0.2418, -0.9438
1.07969, -4.878, -4.851, 308.6615, -2.8457, 0.1404, -0.9360, 0.2808, -0.9438
1.08172, -4.889, -4.836, 308.7924, -2.8438, 0.1716, -0.9828, 0.2574, -0.9828
1.08373, -4.900, -4.694, 308.9233, -2.8419, 0.1482, -0.9750, 0.2652, -0.9594
1.08575, -4.910, -4.916, 308.9233, -2.8400, 0.1404, -0.9594, 0.2496, -0.9360
1.08769, -4.919, -4.900, 309.0542, -2.8381, 0.1560, -0.9438, 0.2418, -0.8970
1.08968, -4.928, -4.880, 309.1851, -2.8362, 0.1482, -0.9594, 0.2496, -0.9360
1.09174, -4.937, -4.936, 309.1851, -2.8343, 0.1326, -0.9360, 0.2418, -0.9048
1.09369, -4.945, -4.958, 309.3160, -2.8325, 0.1560, -0.9672, 0.2496, -0.9048
1.09575, -4.952, -4.905, 309.4469, -2.8306, 0.1170, -0.9048, 0.2496, -0.9204
1.09774, -4.959, -4.826, 309.5778, -2.8287, 0.1482, -0.9282, 0.2808, -0.9750
1.09971, -4.965, -4.979, 309.5778, -2.8268, 0.1248, -0.9672, 0.2496, -0.9126
1.10169, -4.971, -4.969, 309.7087, -2.8255, 0.1482, -0.9438, 0.2808, -0.9594
1.10370, -4.977, -4.868, 309.8396, -2.8237, 0.1092, -0.9204, 0.3042, -0.9438
1.10570, -4.981, -4.992, 309.8396, -2.8218, 0.1014, -0.9906, 0.2808, -0.9204
1.10773, -4.986, -4.999, 309.9705, -2.8205, 0.1872, -0.8892, 0.2652, -0.8814
1.10969, -4.989, -4.902, 310.1014, -2.8186, 0.1560, -0.9672, 0.2808, -0.9126
1.11174, -4.992, -5.014, 310.1014, -2.8174, 0.1482, -0.8892, 0.2730, -0.8970
1.11369, -4.995, -4.993, 310.2323, -2.8155, 0.1560, -0.9672, 0.2652, -0.9204
1.11573, -4.997, -4.893, 310.3632, -2.8142, 0.1092, -0.9828, 0.2496, -0.9516
1.11770, -4.999, -5.029, 310.3632, -2.8130, 0.1326, -0.9204, 0.2496, -0.9282
1.11973, -5.000, -5.016, 310.4941, -2.8111, 0.1404, -0.9984, 0.2574, -0.9360
1.12172, -5.000, -4.901, 310.6250, -2.8098, 0.1794, -0.9282, 0.2496, -0.9204
1.12369, -5.000, -5.024, 310.6250, -2.8086, 0.1248, -0.9906, 0.2886, -0.9204
1.12572, -4.999, -5.011, 310.7559, -2.8073, 0.1326, -0.8892, 0.2496, -0.8814
1.12769, -4.998, -4.902, 310.8868, -2.8061, 0.1248, -0.9204, 0.2496, -0.9048
1.12970, -4.996, -5.022, 310.8868, -2.8048, 0.1248, -0.9282, 0.2652, -0.8892
1.13169, -4.994, -4.979, 311.0177, -2.8036, 0.1326, -0.9048, 0.2730, -0.9282
1.13373, -4.991, -5.002, 311.0177, -2.8029, 0.1716, -0.9126, 0.2652, -0.9282
1.13576, -4.987, -5.024, 311.1486, -2.8017, 0.1248, -0.9516, 0.2652, -0.9438
1.13774, -4.983, -4.908, 311.2795, -2.8004, 0.1248, -0.9048, 0.2730, -0.9360
1.13973, -4.979, -5.015, 311.2795, -2.7998, 0.1404, -0.9282, 0.2496, -0.9048
1.14169, -4.974, -4.995, 311.4104, -2.7985, 0.1248, -0.9126, 0.2496, -0.8736
1.14369, -4.968, -5.004, 311.4104, -2.7979, 0.1248, -0.9594, 0.2496, -0.8892
1.14568, -4.962, -4.998, 311.5413, -2.7966, 0.1326, -0.8814, 0.2730, -0.8814
1.14769, -4.955, -4.928, 311.6722, -2.7960, 0.1170, -0.9672, 0.2808, -0.9126
1.14975, -4.947, -4.976, 311.6722, -2.7948, 0.1326, -0.8892, 0.3042, -0.9282
