time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad),xa,ya,xb,yb
5.72203, -4.951, -4.977, 464.6939, -3.2138, 0.0780, -1.4664, 0.0780, -1.2480
5.72401, -4.930, -5.004, 464.6939, -3.2032, 0.0468, -1.4742, 0.0468, -1.2246
5.72606, -4.904, -4.973, 464.6939, -3.1925, 0.0468, -1.4430, 0.0468, -1.2324
5.72806, -4.875, -4.926, 464.8248, -3.1818, 0.0858, -1.4898, 0.0936, -1.2324
5.73006, -4.842, -4.949, 464.8248, -3.1711, 0.0468, -1.4976, 0.0702, -1.2168
5.73208, -4.805, -4.910, 464.8248, -3.1604, 0.0624, -1.4820, 0.0858, -1.2480
5.73403, -4.766, -4.815, 464.9557, -3.1498, 0.0780, -1.5288, 0.1014, -1.2480
5.73601, -4.722, -4.846, 464.9557, -3.1391, 0.0858, -1.4976, 0.0936, -1.2246
5.73806, -4.674, -4.813, 464.9557, -3.1284, 0.0858, -1.5288, 0.0780, -1.2402
5.74003, -4.623, -4.645, 465.0866, -3.1177, 0.0936, -1.4976, 0.1170, -1.2636
5.74202, -4.568, -4.733, 465.0866, -3.1064, 0.0702, -1.5210, 0.1092, -1.2402
5.74406, -4.509, -4.703, 465.0866, -3.0957, 0.0702, -1.4976, 0.1092, -1.2168
5.74604, -4.447, -4.623, 465.0866, -3.0850, 0.0858, -1.4976, 0.1092, -1.2324
5.74799, -4.383, -4.497, 465.2175, -3.0737, 0.0702, -1.5054, 0.1170, -1.2324
5.75002, -4.313, -4.532, 465.2175, -3.0631, 0.0546, -1.5132, 0.1248, -1.2168
5.75203, -4.240, -4.445, 465.2175, -3.0517, 0.1014, -1.5054, 0.1560, -1.2246
5.75407, -4.163, -4.391, 465.2175, -3.0411, 0.0780, -1.5288, 0.1248, -1.2246
5.75601, -4.086, -4.287, 465.3484, -3.0298, 0.0780, -1.4820, 0.1638, -1.2402
5.75806, -4.002, -4.264, 465.3484, -3.0191, 0.0468, -1.5288, 0.1482, -1.2480
5.76004, -3.917, -4.171, 465.3484, -3.0078, 0.0468, -1.4976, 0.1482, -1.2480
5.76205, -3.828, -4.075, 465.3484, -2.9971, 0.0702, -1.5054, 0.1482, -1.2324
5.76406, -3.736, -3.998, 465.4793, -2.9858, 0.0702, -1.4976, 0.1638, -1.2168
5.76605, -3.642, -3.924, 465.4793, -2.9751, 0.0624, -1.4820, 0.1482, -1.2168
5.76806, -3.544, -3.841, 465.4793, -2.9644, 0.0702, -1.4742, 0.1872, -1.2090
5.77003, -3.446, -3.734, 465.4793, -2.9531, 0.0624, -1.4976, 0.1794, -1.2402
5.77201, -3.343, -3.611, 465.6102, -2.9424, 0.0624, -1.4898, 0.1794, -1.2246
5.77402, -3.238, -3.562, 465.6102, -2.9311, 0.0390, -1.4976, 0.1716, -1.2012
5.77605, -3.128, -3.448, 465.6102, -2.9211, 0.0546, -1.4508, 0.1794, -1.2246
5.77800, -3.020, -3.350, 465.6102, -2.9097, 0.0624, -1.4664, 0.2184, -1.2012
5.78006, -2.903, -3.222, 465.6102, -2.8991, 0.0702, -1.4898, 0.2028, -1.1700
5.78205, -2.788, -3.116, 465.7411, -2.8878, 0.0702, -1.4586, 0.2106, -1.1856
5.78408, -2.669, -3.029, 465.7411, -2.8777, 0.0546, -1.4508, 0.2418, -1.1700
5.78603, -2.552, -2.895, 465.7411, -2.8664, 0.0624, -1.4118, 0.2340, -1.1778
5.78807, -2.428, -2.795, 465.7411, -2.8563, 0.0546, -1.4430, 0.2106, -1.1856
5.79003, -2.307, -2.598, 465.8720, -2.8457, 0.0780, -1.4352, 0.2184, -1.1778
5.79201, -2.182, -2.566, 465.8720, -2.8350, 0.0702, -1.4040, 0.2184, -1.1388
5.79400, -2.056, -2.438, 465.8720, -2.8243, 0.0312, -1.4274, 0.2106, -1.1544
5.79606, -1.923, -2.312, 465.8720, -2.8136, 0.0312, -1.3884, 0.2496, -1.1466
5.79804, -1.793, -2.188, 465.8720, -2.8036, 0.0312, -1.3884, 0.2496, -1.1310
5.80002, -1.663, -2.002, 466.0029, -2.7929, 0.0468, -1.4040, 0.2418, -1.1544
5.80203, -1.529, -1.928, 466.0029, -2.7828, 0.0312, -1.3728, 0.2574, -1.1622
5.80403, -1.394, -1.803, 466.0029, -2.7728, 0.0468, -1.4040, 0.2574, -1.1232
5.80606, -1.256, -1.659, 466.0029, -2.7621, 0.0234, -1.3416, 0.2496, -1.1232
5.80808, -1.118, -1.537, 466.0029, -2.7527, 0.0078, -1.3494, 0.2652, -1.1232
5.81004, -0.983, -1.391, 466.0029, -2.7426, 0.0156, -1.3416, 0.2574, -1.1154
5.81202, -0.846, -1.254, 466.1338, -2.7326, 0.0078, -1.3260, 0.2496, -1.0998
5.81402, -0.706, -1.129, 466.1338, -2.7225, 0.0468, -1.3260, 0.2730, -1.0842
5.81607, -0.563, -0.980, 466.1338, -2.7125, 0.0234, -1.2792, 0.2652, -1.0764
5.81806, -0.423, -0.858, 466.1338, -2.7030, 0.0312, -1.2870, 0.2808, -1.0686
5.82002, -0.285, -0.712, 466.1338, -2.6936, 0.0078, -1.2636, 0.2808, -1.0842
5.82206, -0.141, -0.577, 466.2647, -2.6842, 0.0234, -1.2636, 0.2808, -1.0608
5.82408, 0.001, -0.431, 466.2647, -2.6741, 0.0000, -1.2792, 0.2652, -1.0608
5.82607, 0.141, -0.301, 466.2647, -2.6653, 0.0312, -1.2714, 0.2730, -1.0374
5.82804, 0.280, -0.162, 466.2647, -2.6559, 0.0000, -1.2480, 0.2886, -1.0452
5.83008, 0.424, -0.016, 466.2647, -2.6471, 0.0000, -1.2324, 0.2808, -1.0218
5.83202, 0.560, 0.135, 466.3956, -2.6377, 0.0000, -1.2168, 0.2886, -0.9906
5.83406, 0.703, 0.267, 466.3956, -2.6289, 0.0000, -1.1700, 0.2964, -0.9828
5.83601, 0.840, 0.409, 466.3956, -2.6201, 0.0000, -1.1856, 0.3042, -0.9984
5.83799, 0.978, 0.551, 466.3956, -2.6113, 0.0000, -1.1778, 0.2730, -0.9984
5.84004, 1.119, 0.703, 466.3956, -2.6025, 0.0156, -1.1778, 0.3276, -0.9984
5.84208, 1.259, 0.795, 466.5265, -2.5937, 0.0000, -1.1466, 0.3042, -0.9984
5.84407, 1.395, 0.973, 466.5265, -2.5855, -0.0234, -1.1310, 0.2964, -0.9828
5.84606, 1.530, 1.114, 466.5265, -2.5774, -0.0234, -1.0920, 0.2886, -0.9438
5.84804, 1.663, 1.259, 466.5265, -2.5692, -0.0234, -1.1076, 0.3042, -0.9360
5.85008, 1.799, 1.390, 466.5265, -2.5610, -0.0390, -1.0764, 0.3120, -0.9282
5.85205, 1.928, 1.504, 466.6574, -2.5535, -0.0156, -1.0920, 0.3198, -0.9438
5.85403, 2.057, 1.666, 466.6574, -2.5453, -0.0156, -1.0920, 0.3198, -0.9282
5.85608, 2.188, 1.792, 466.6574, -2.5378, 0.0000, -1.0608, 0.3276, -0.9282
5.85801, 2.311, 1.922, 466.6574, -2.5302, -0.0312, -1.0608, 0.3042, -0.9048
5.86009, 2.440, 2.055, 466.6574, -2.5227, -0.0234, -1.0140, 0.3042, -0.8814
5.86202, 2.559, 2.178, 466.7883, -2.5152, 0.0000, -0.9984, 0.3120, -0.8658
5.86407, 2.683, 2.311, 466.7883, -2.5082, 0.0000, -0.9594, 0.3120, -0.8502
5.86602, 2.798, 2.430, 466.7883, -2.5013, -0.0468, -0.9750, 0.3198, -0.8580
5.86807, 2.918, 2.555, 466.7883, -2.4944, -0.0390, -0.9594, 0.2964, -0.8736
5.87003, 3.030, 2.682, 466.9192, -2.4875, -0.0468, -0.9516, 0.3042, -0.8502
5.87205, 3.143, 2.793, 466.9192, -2.4812, -0.0390, -0.9672, 0.3432, -0.8580
5.87403, 3.251, 2.921, 466.9192, -2.4743, -0.0468, -0.9594, 0.3354, -0.8268
5.87608, 3.360, 3.022, 466.9192, -2.4687, -0.0312, -0.9360, 0.3276, -0.8112
5.87803, 3.461, 3.093, 467.0501, -2.4618, -0.0780, -0.9360, 0.3120, -0.8034
5.88007, 3.565, 3.258, 467.0501, -2.4561, 0.0000, -0.9360, 0.3120, -0.7956
5.88201, 3.660, 3.367, 467.0501, -2.4504, -0.0624, -0.9282, 0.3354, -0.7956
5.88408, 3.759, 3.464, 467.0501, -2.4448, -0.0390, -0.8736, 0.3354, -0.7956
5.88603, 3.849, 3.499, 467.1810, -2.4391, -0.0468, -0.8736, 0.3120, -0.8034
5.88807, 3.940, 3.670, 467.1810, -2.4335, -0.0936, -0.8658, 0.3354, -0.8034
5.89002, 4.024, 3.751, 467.1810, -2.4285, -0.0546, -0.8346, 0.3354, -0.7800
5.89203, 4.107, 3.854, 467.1810, -2.4228, -0.0468, -0.8346, 0.3354, -0.7488
5.89409, 4.189, 3.862, 467.3119, -2.4184, -0.0468, -0.7800, 0.3120, -0.7410
5.89605, 4.264, 4.035, 467.3119, -2.4134, -0.1014, -0.8424, 0.3276, -0.7254
5.89807, 4.337, 4.110, 467.3119, -2.4090, -0.0624, -0.8034, 0.3510, -0.7410
5.90003, 4.405, 4.141, 467.4428, -2.4046, -0.0780, -0.8034, 0.3198, -0.7254
5.90200, 4.470, 4.272, 467.4428, -2.4002, -0.0624, -0.7644, 0.3432, -0.7488
5.90405, 4.533, 4.346, 467.4428, -2.3958, -0.0702, -0.8190, 0.3354, -0.7488
5.90602, 4.591, 4.411, 467.4428, -2.3920, -0.0624, -0.7722, 0.3666, -0.7332
5.90801, 4.645, 4.469, 467.5737, -2.3882, -0.0702, -0.7332, 0.3120, -0.7176
5.91004, 4.697, 4.550, 467.5737, -2.3845, -0.0858, -0.7488, 0.3432, -0.7176
5.91207, 4.745, 4.593, 467.5737, -2.3813, -0.0780, -0.7488, 0.3354, -0.6942
5.91402, 4.787, 4.619, 467.7046, -2.3776, -0.1092, -0.7410, 0.3120, -0.6474
5.91607, 4.827, 4.698, 467.7046, -2.3744, -0.0702, -0.7098, 0.3510, -0.6864
5.91801, 4.861, 4.745, 467.7046, -2.3713, -0.0780, -0.7488, 0.3588, -0.7098
5.92007, 4.894, 4.790, 467.8355, -2.3688, -0.1014, -0.7410, 0.3354, -0.6942
5.92206, 4.921, 4.844, 467.8355, -2.3662, -0.0936, -0.6864, 0.3666, -0.7176
5.92410, 4.945, 4.672, 467.9664, -2.3637, -0.0858, -0.7254, 0.3510, -0.6708
5.92606, 4.964, 4.911, 467.9664, -2.3612, -0.0390, -0.7332, 0.3510, -0.6630
5.92802, 4.978, 4.930, 467.9664, -2.3593, -0.0780, -0.7020, 0.3432, -0.6396
5.93002, 4.990, 4.853, 468.0973, -2.3575, -0.0624, -0.6942, 0.3432, -0.6474
5.93209, 4.997, 4.966, 468.0973, -2.3556, -0.0780, -0.6786, 0.3354, -0.6708
5.93409, 5.000, 4.996, 468.0973, -2.3537, -0.0468, -0.6864, 0.3510, -0.6864
5.93609, 4.999, 4.991, 468.2282, -2.3524, -0.1014, -0.7254, 0.3276, -0.6630
5.93808, 4.993, 5.011, 468.2282, -2.3512, -0.0858, -0.6240, 0.3354, -0.6942
5.94004, 4.984, 4.866, 468.3591, -2.3499, -0.1014, -0.7098, 0.3588, -0.6552
5.94205, 4.971, 5.004, 468.3591, -2.3493, -0.1248, -0.6708, 0.3588, -0.6630
5.94404, 4.953, 5.014, 468.3591, -2.3487, -0.0702, -0.6552, 0.3510, -0.6396
5.94607, 4.931, 4.972, 468.4900, -2.3480, -0.1014, -0.7020, 0.3510, -0.6552
5.94808, 4.905, 4.983, 468.4900, -2.3474, -0.0936, -0.6318, 0.3588, -0.6552
5.95002, 4.877, 4.914, 468.6209, -2.3474, -0.0858, -0.6786, 0.3432, -0.6552
5.95203, 4.843, 4.951, 468.6209, -2.3474, -0.0468, -0.6942, 0.3744, -0.7098
5.95403, 4.805, 4.795, 468.7518, -2.3474, -0.0624, -0.6630, 0.3510, -0.6552
5.95602, 4.763, 4.893, 468.7518, -2.3474, -0.0702, -0.6708, 0.3510, -0.6552
5.95803, 4.718, 4.749, 468.8827, -2.3480, -0.0780, -0.7098, 0.3354, -0.6708
5.96003, 4.668, 4.819, 468.8827, -2.3487, -0.0390, -0.6474, 0.3354, -0.6552
5.96208, 4.613, 4.783, 468.8827, -2.3493, -0.0936, -0.6942, 0.3354, -0.6552
5.96404, 4.557, 4.730, 469.0136, -2.3505, -0.1014, -0.6240, 0.3432, -0.6396
5.96607, 4.495, 4.694, 469.0136, -2.3518, -0.0624, -0.6786, 0.3744, -0.6942
5.96802, 4.432, 4.612, 469.1445, -2.3531, -0.0468, -0.6864, 0.3588, -0.6864
5.97005, 4.362, 4.585, 469.1445, -2.3543, -0.0780, -0.7020, 0.3822, -0.6786
5.97207, 4.289, 4.488, 469.2754, -2.3562, -0.0468, -0.6942, 0.3666, -0.6786
5.97406, 4.214, 4.451, 469.2754, -2.3581, -0.0780, -0.6942, 0.3744, -0.6708
5.97607, 4.135, 4.369, 469.4063, -2.3600, -0.0546, -0.6552, 0.3432, -0.6396
5.97808, 4.051, 4.325, 469.4063, -2.3618, -0.0702, -0.6942, 0.3432, -0.6786
5.98003, 3.967, 4.218, 469.5372, -2.3644, -0.0624, -0.6396, 0.3666, -0.6786
5.98207, 3.876, 4.160, 469.5372, -2.3669, -0.0156, -0.7332, 0.3432, -0.7176
5.98404, 3.785, 4.060, 469.6681, -2.3694, -0.0546, -0.6240, 0.3666, -0.6864
5.98609, 3.687, 3.946, 469.7990, -2.3725, -0.0780, -0.7566, 0.3666, -0.7332
5.98810, 3.587, 3.895, 469.7990, -2.3750, -0.0156, -0.7020, 0.3510, -0.7020
5.99004, 3.489, 3.696, 469.9299, -2.3782, -0.0312, -0.7488, 0.3666, -0.6630
5.99209, 3.381, 3.702, 469.9299, -2.3820, -0.0312, -0.7332, 0.3666, -0.6942
5.99404, 3.276, 3.559, 470.0608, -2.3851, 0.0000, -0.6942, 0.3744, -0.7020
5.99600, 3.168, 3.498, 470.0608, -2.3889, -0.0624, -0.7800, 0.3744, -0.7332
5.99808, 3.050, 3.376, 470.1917, -2.3926, -0.0312, -0.7566, 0.3666, -0.7332
6.00005, 2.936, 3.302, 470.1917, -2.3964, -0.0156, -0.7566, 0.3666, -0.7566
6.00209, 2.816, 3.169, 470.3226, -2.4008, -0.0312, -0.7878, 0.3588, -0.7410
6.00404, 2.698, 3.036, 470.4535, -2.4046, -0.0234, -0.7722, 0.3354, -0.7488
6.00604, 2.575, 2.931, 470.4535, -2.4096, 0.0000, -0.7722, 0.3588, -0.7332
6.00807, 2.448, 2.807, 470.5844, -2.4140, 0.0000, -0.7644, 0.3744, -0.7176
6.01005, 2.322, 2.713, 470.5844, -2.4184, 0.0000, -0.8268, 0.3510, -0.7410
6.01204, 2.194, 2.555, 470.7153, -2.4234, 0.0000, -0.8190, 0.3744, -0.7644
6.01407, 2.061, 2.477, 470.7153, -2.4285, 0.0000, -0.8034, 0.3744, -0.7566
6.01602, 1.931, 2.314, 470.8462, -2.4335, 0.0000, -0.8580, 0.3744, -0.7878
6.01803, 1.796, 2.156, 470.9771, -2.4385, 0.0000, -0.8658, 0.3432, -0.7800
6.02009, 1.656, 2.067, 470.9771, -2.4442, 0.0078, -0.8814, 0.3744, -0.8112
6.02204, 1.522, 1.932, 471.1080, -2.4498, 0.0390, -0.8814, 0.3432, -0.7644
6.02408, 1.381, 1.813, 471.1080, -2.4555, 0.0078, -0.8736, 0.3744, -0.7878
6.02603, 1.244, 1.655, 471.2389, -2.4611, 0.0000, -0.8658, 0.3510, -0.7644
6.02804, 1.103, 1.525, 471.3698, -2.4668, 0.0156, -0.9126, 0.3276, -0.8580
6.03008, 0.958, 1.378, 471.3698, -2.4731, 0.0156, -0.9204, 0.3666, -0.8424
6.03209, 0.814, 1.256, 471.5007, -2.4793, 0.0078, -0.9516, 0.3588, -0.8580
6.03406, 0.673, 1.113, 471.5007, -2.4856, 0.0234, -0.9516, 0.3510, -0.8424
6.03610, 0.526, 0.959, 471.6316, -2.4919, 0.0156, -0.9516, 0.3744, -0.8658
6.03810, 0.381, 0.826, 471.7625, -2.4988, 0.0390, -0.9750, 0.3588, -0.8268
6.04005, 0.240, 0.658, 471.7625, -2.5051, 0.0468, -0.9984, 0.3666, -0.8424
6.04209, 0.092, 0.551, 471.8934, -2.5120, 0.0546, -0.9828, 0.3744, -0.8580
6.04405, -0.051, 0.382, 472.0243, -2.5189, 0.0468, -0.9906, 0.3666, -0.8892
6.04605, -0.196, 0.246, 472.0243, -2.5265, 0.0546, -1.0218, 0.3276, -0.8892
6.04810, -0.345, 0.123, 472.1552, -2.5334, 0.0546, -1.0218, 0.3432, -0.9048
6.05007, -0.487, -0.051, 472.1552, -2.5403, 0.0702, -1.0452, 0.3354, -0.9126
6.05209, -0.633, -0.179, 472.2861, -2.5478, 0.0390, -1.0374, 0.3510, -0.9282
6.05408, -0.777, -0.313, 472.4170, -2.5554, 0.0546, -1.0608, 0.3432, -0.9126
6.05610, -0.922, -0.488, 472.4170, -2.5629, 0.0936, -1.0530, 0.3354, -0.9204
6.05810, -1.064, -0.623, 472.5479, -2.5705, 0.0780, -1.0764, 0.3510, -0.8658
6.06009, -1.205, -0.755, 472.6788, -2.5786, 0.0702, -1.0686, 0.3510, -0.9438
6.06208, -1.345, -0.914, 472.6788, -2.5862, 0.0858, -1.0998, 0.3432, -0.9672
6.06408, -1.486, -1.060, 472.8097, -2.5943, 0.1014, -1.1076, 0.3588, -0.9984
6.06609, -1.624, -1.195, 472.8097, -2.6019, 0.0936, -1.1310, 0.3510, -0.9672
6.06805, -1.759, -1.349, 472.9406, -2.6100, 0.0624, -1.1544, 0.3354, -0.9828
6.07004, -1.894, -1.436, 473.0715, -2.6188, 0.0780, -1.1232, 0.3510, -0.9828
6.07210, -2.032, -1.624, 473.0715, -2.6270, 0.0858, -1.1232, 0.3432, -0.9750
6.07408, -2.163, -1.733, 473.2024, -2.6352, 0.0936, -1.1622, 0.3276, -0.9906
6.07605, -2.292, -1.891, 473.2024, -2.6440, 0.1170, -1.1934, 0.3354, -1.0062
6.07811, -2.424, -2.030, 473.3333, -2.6528, 0.1014, -1.1622, 0.3198, -0.9984
6.08005, -2.547, -2.129, 473.4642, -2.6616, 0.1170, -1.2402, 0.3276, -0.9984
6.08208, -2.673, -2.287, 473.4642, -2.6697, 0.1170, -1.1934, 0.3276, -1.0374
6.08404, -2.794, -2.418, 473.5951, -2.6792, 0.0624, -1.2480, 0.3198, -1.0374
6.08605, -2.914, -2.549, 473.5951, -2.6879, 0.1092, -1.2090, 0.3042, -1.0296
6.08809, -3.034, -2.688, 473.7260, -2.6967, 0.1248, -1.2792, 0.2964, -1.0062
6.09008, -3.148, -2.754, 473.8569, -2.7062, 0.1014, -1.2480, 0.3276, -1.0218
6.09210, -3.261, -2.912, 473.8569, -2.7150, 0.1014, -1.2480, 0.3120, -1.0452
6.09406, -3.369, -3.028, 473.9878, -2.7244, 0.0858, -1.2714, 0.2964, -1.0842
6.09610, -3.477, -3.152, 473.9878, -2.7332, 0.1170, -1.2558, 0.3042, -1.1076
6.09806, -3.579, -3.269, 474.1187, -2.7432, 0.1014, -1.2558, 0.3120, -1.0920
6.10010, -3.682, -3.322, 474.2496, -2.7520, 0.0858, -1.3182, 0.3042, -1.0842
6.10208, -3.778, -3.470, 474.2496, -2.7615, 0.1092, -1.2558, 0.3042, -1.0920
6.10403, -3.871, -3.567, 474.3805, -2.7709, 0.1014, -1.3104, 0.2808, -1.0764
6.10604, -3.962, -3.680, 474.3805, -2.7809, 0.1014, -1.2792, 0.2964, -1.0920
6.10809, -4.052, -3.776, 474.5114, -2.7904, 0.1170, -1.3338, 0.2964, -1.0998
6.11009, -4.136, -3.777, 474.6423, -2.7998, 0.1248, -1.3182, 0.2808, -1.1154
6.11210, -4.217, -3.964, 474.6423, -2.8098, 0.1092, -1.3338, 0.2730, -1.1232
6.11410, -4.294, -4.002, 474.7732, -2.8193, 0.1248, -1.3806, 0.2652, -1.1466
6.11611, -4.367, -4.146, 474.7732, -2.8287, 0.1326, -1.3104, 0.2652, -1.1388
6.11803, -4.434, -4.201, 474.9041, -2.8387, 0.1170, -1.3650, 0.2652, -1.0920
6.12010, -4.502, -4.334, 474.9041, -2.8482, 0.1560, -1.3338, 0.2730, -1.1388
6.12202, -4.562, -4.341, 475.0350, -2.8582, 0.1326, -1.3728, 0.2418, -1.1076
6.12408, -4.622, -4.478, 475.1659, -2.8683, 0.1248, -1.3494, 0.2574, -1.1466
6.12609, -4.676, -4.488, 475.1659, -2.8783, 0.1170, -1.4040, 0.2418, -1.1700
6.12810, -4.726, -4.463, 475.2968, -2.8878, 0.1248, -1.3650, 0.2184, -1.1622
6.13002, -4.770, -4.666, 475.2968, -2.8978, 0.0858, -1.4274, 0.2418, -1.1778
6.13208, -4.814, -4.568, 475.4277, -2.9079, 0.1014, -1.4352, 0.2106, -1.1934
6.13410, -4.852, -4.785, 475.4277, -2.9179, 0.1326, -1.3728, 0.2496, -1.1700
6.13605, -4.884, -4.667, 475.5586, -2.9280, 0.1248, -1.4586, 0.2184, -1.1466
6.13803, -4.913, -4.865, 475.5586, -2.9380, 0.1248, -1.3728, 0.2184, -1.1232
6.14007, -4.939, -4.796, 475.6895, -2.9474, 0.1092, -1.4508, 0.1950, -1.1544
6.14202, -4.959, -4.910, 475.6895, -2.9575, 0.1404, -1.3806, 0.1872, -1.1934
6.14405, -4.976, -4.861, 475.8204, -2.9675, 0.1092, -1.4274, 0.1950, -1.2012
6.14604, -4.988, -4.951, 475.8204, -2.9776, 0.1326, -1.4118, 0.1794, -1.2012
6.14803, -4.996, -4.937, 475.9513, -2.9877, 0.1248, -1.3650, 0.1950, -1.2324
6.15008, -5.000, -4.981, 475.9513, -2.9977, 0.1092, -1.4274, 0.2106, -1.1856
6.15203, -4.999, -4.970, 476.0822, -3.0078, 0.1248, -1.3494, 0.1872, -1.1778
6.15407, -4.994, -5.039, 476.0822, -3.0178, 0.1248, -1.4352, 0.1716, -1.1700
6.15609, -4.984, -4.935, 476.2131, -3.0279, 0.1248, -1.3416, 0.1872, -1.1778
6.15809, -4.970, -5.049, 476.2131, -3.0379, 0.1170, -1.5132, 0.1716, -1.1934
6.16009, -4.952, -4.882, 476.3440, -3.0473, 0.1092, -1.4040, 0.1560, -1.2168
6.16207, -4.930, -5.018, 476.3440, -3.0574, 0.1326, -1.3884, 0.1638, -1.2012
6.16404, -4.903, -4.946, 476.4749, -3.0675, 0.0936, -1.4040, 0.1326, -1.1934
6.16608, -4.872, -4.966, 476.4749, -3.0769, 0.1326, -1.4118, 0.1560, -1.2012
6.16804, -4.837, -4.877, 476.6058, -3.0876, 0.1326, -1.4274, 0.1170, -1.1700
6.17010, -4.797, -4.902, 476.6058, -3.0970, 0.0780, -1.4352, 0.1092, -1.1778
6.17202, -4.754, -4.896, 476.6058, -3.1070, 0.0936, -1.3728, 0.1170, -1.2090
6.17408, -4.705, -4.824, 476.7367, -3.1165, 0.0780, -1.4118, 0.1092, -1.1778
6.17607, -4.653, -4.798, 476.7367, -3.1265, 0.1092, -1.4274, 0.1092, -1.1700
6.17809, -4.597, -4.734, 476.8676, -3.1366, 0.1092, -1.4274, 0.1248, -1.1934
6.18010, -4.536, -4.725, 476.8676, -3.1454, 0.1092, -1.4352, 0.1092, -1.1856
6.18209, -4.472, -4.509, 476.9985, -3.1554, 0.0858, -1.3884, 0.0936, -1.1934
6.18409, -4.404, -4.615, 476.9985, -3.1648, 0.0936, -1.3728, 0.1092, -1.1934
6.18609, -4.332, -4.549, 476.9985, -3.1743, 0.0624, -1.4118, 0.0702, -1.1934
6.18806, -4.257, -4.475, 477.1294, -3.1843, 0.1638, -1.3572, 0.0858, -1.2012
6.19009, -4.177, -4.418, 477.1294, -3.1937, 0.0936, -1.4274, 0.0624, -1.1778
6.19206, -4.095, -4.301, 477.2603, -3.2032, 0.0702, -1.3104, 0.0312, -1.1856
6.19408, -4.007, -4.271, 477.2603, -3.2126, 0.0702, -1.3806, 0.0468, -1.1856
6.19605, -3.918, -4.188, 477.2603, -3.2220, 0.0546, -1.4352, 0.0312, -1.1778
6.19809, -3.822, -4.098, 477.3912, -3.2314, 0.0468, -1.3416, 0.0390, -1.1856
6.20006, -3.727, -4.018, 477.3912, -3.2409, 0.0780, -1.3650, 0.0312, -1.1544
6.20208, -3.625, -3.888, 477.5221, -3.2503, 0.0546, -1.3572, 0.0390, -1.1622
6.20410, -3.521, -3.823, 477.5221, -3.2597, 0.0702, -1.3416, 0.0468, -1.1700
6.20606, -3.416, -3.740, 477.5221, -3.2691, 0.0546, -1.3572, 0.0078, -1.1466
6.20810, -3.304, -3.601, 477.6530, -3.2779, 0.0468, -1.3572, 0.0078, -1.1544
6.21009, -3.191, -3.547, 477.6530, -3.2874, 0.0312, -1.3806, 0.0000, -1.1466
6.21204, -3.078, -3.422, 477.6530, -3.2962, 0.0468, -1.3182, -0.0234, -1.1466
6.21410, -2.956, -3.290, 477.7839, -3.3056, 0.0390, -1.3416, -0.0234, -1.1466
6.21608, -2.837, -3.219, 477.7839, -3.3144, 0.0078, -1.3026, -0.0468, -1.1232
6.21805, -2.715, -3.075, 477.7839, -3.3232, 0.0390, -1.3338, -0.0390, -1.1466
6.22006, -2.588, -2.957, 477.9148, -3.3320, 0.0156, -1.2636, -0.0078, -1.1544
6.22203, -2.462, -2.859, 477.9148, -3.3408, 0.0312, -1.2948, -0.0468, -1.1232
6.22410, -2.327, -2.709, 477.9148, -3.3496, 0.0078, -1.3104, -0.0390, -1.1544
6.22605, -2.197, -2.605, 478.0457, -3.3584, 0.0546, -1.3104, -0.0468, -1.1232
6.22811, -2.059, -2.465, 478.0457, -3.3672, 0.0000, -1.2714, -0.0546, -1.1232
6.23009, -1.923, -2.265, 478.1766, -3.3760, 0.0156, -1.2558, -0.0780, -1.1076
6.23210, -1.785, -2.211, 478.1766, -3.3841, 0.0000, -1.2636, -0.0858, -1.1154
6.23403, -1.650, -2.070, 478.1766, -3.3929, 0.0000, -1.2714, -0.0936, -1.0920
6.23604, -1.507, -1.927, 478.1766, -3.4011, -0.0312, -1.2480, -0.0858, -1.1154
6.23805, -1.364, -1.776, 478.3075, -3.4099, 0.0000, -1.2480, -0.0858, -1.1232
6.24008, -1.218, -1.661, 478.3075, -3.4181, -0.0156, -1.2480, -0.1326, -1.0998
6.24208, -1.073, -1.495, 478.4384, -3.4262, -0.0234, -1.2480, -0.1248, -1.0998
6.24410, -0.925, -1.361, 478.4384, -3.4344, -0.0390, -1.2402, -0.1170, -1.0842
6.24612, -0.777, -1.246, 478.4384, -3.4426, -0.0546, -1.2168, -0.1248, -1.0764
6.24810, -0.631, -1.094, 478.4384, -3.4501, 0.0000, -1.2246, -0.1248, -1.0842
6.25003, -0.488, -0.925, 478.5693, -3.4583, -0.0390, -1.2168, -0.1248, -1.0608
6.25211, -0.333, -0.790, 478.5693, -3.4664, -0.0390, -1.1934, -0.1404, -1.0608
6.25406, -0.188, -0.636, 478.5693, -3.4740, -0.0312, -1.2090, -0.1326, -1.0920
6.25610, -0.035, -0.483, 478.7002, -3.4821, -0.0624, -1.2012, -0.1560, -1.0686
6.25811, 0.115, -0.353, 478.7002, -3.4897, -0.0468, -1.1856, -0.1872, -1.0452
6.26005, 0.260, -0.208, 478.7002, -3.4972, -0.0702, -1.1934, -0.1872, -1.0608
6.26206, 0.409, -0.050, 478.8311, -3.5048, -0.0624, -1.1622, -0.1950, -1.0374
6.26405, 0.557, 0.096, 478.8311, -3.5123, -0.0936, -1.1544, -0.2028, -1.0218
6.26611, 0.710, 0.250, 478.8311, -3.5198, -0.0858, -1.1544, -0.1950, -1.0296
