#time, u, target_x, x, q
14.32955, 0.489, 0.0532, 0.0458, 0.0071
14.33449, 0.444, 0.0528, 0.0453, 0.0071
14.33955, 0.444, 0.0524, 0.0447, 0.0071
14.34449, 0.399, 0.0520, 0.0443, 0.0071
14.34956, -0.461, 0.0516, 0.0438, 0.0063
14.35450, -0.778, 0.0512, 0.0433, 0.0063
14.35956, -0.733, 0.0508, 0.0429, 0.0063
14.36450, -1.321, 0.0504, 0.0424, 0.0063
14.36956, -1.774, 0.0500, 0.0419, 0.0063
14.37449, -1.185, 0.0496, 0.0415, 0.0055
14.37956, -0.733, 0.0492, 0.0410, 0.0071
14.38450, -0.733, 0.0488, 0.0405, 0.0055
14.38955, -0.778, 0.0484, 0.0400, 0.0055
14.39449, -0.687, 0.0480, 0.0395, 0.0055
14.39956, -0.778, 0.0476, 0.0391, 0.0063
14.40450, -0.733, 0.0472, 0.0386, 0.0055
14.40955, -0.778, 0.0468, 0.0381, 0.0063
14.41449, -0.733, 0.0464, 0.0376, 0.0055
14.41956, -0.778, 0.0460, 0.0371, 0.0063
14.42450, -0.733, 0.0456, 0.0366, 0.0055
14.42956, -0.733, 0.0452, 0.0361, 0.0055
14.43450, -0.687, 0.0448, 0.0355, 0.0063
14.43955, -0.778, 0.0444, 0.0350, 0.0055
14.44449, -0.733, 0.0440, 0.0345, 0.0063
14.44955, -0.733, 0.0436, 0.0339, 0.0063
14.45449, -0.778, 0.0432, 0.0334, 0.0063
14.45955, 0.127, 0.0428, 0.0328, 0.0063
14.46449, 0.444, 0.0424, 0.0323, 0.0071
14.46955, 0.399, 0.0420, 0.0318, 0.0063
14.47449, 0.444, 0.0416, 0.0313, 0.0071
14.47955, -0.416, 0.0412, 0.0308, 0.0063
14.48449, -0.778, 0.0408, 0.0304, 0.0063
14.48955, -0.778, 0.0404, 0.0299, 0.0071
14.49449, -0.733, 0.0400, 0.0294, 0.0063
14.49955, -0.778, 0.0396, 0.0289, 0.0071
14.50449, -0.733, 0.0392, 0.0284, 0.0071
14.50955, 0.127, 0.0388, 0.0280, 0.0071
14.51450, 0.444, 0.0384, 0.0275, 0.0063
14.51955, 0.444, 0.0380, 0.0271, 0.0063
14.52449, -0.235, 0.0376, 0.0267, 0.0071
14.52956, -0.733, 0.0372, 0.0263, 0.0055
14.53450, -0.687, 0.0368, 0.0258, 0.0071
14.53955, -0.733, 0.0364, 0.0254, 0.0063
14.54449, -0.778, 0.0360, 0.0250, 0.0071
14.54955, 0.127, 0.0356, 0.0246, 0.0055
14.55449, 0.444, 0.0352, 0.0242, 0.0055
14.55955, -0.416, 0.0348, 0.0238, 0.0063
14.56449, -0.778, 0.0344, 0.0235, 0.0055
14.56956, -0.733, 0.0340, 0.0231, 0.0047
14.57449, -0.733, 0.0336, 0.0227, 0.0063
14.57955, -0.733, 0.0332, 0.0223, 0.0047
14.58449, -0.778, 0.0328, 0.0220, 0.0047
14.58956, -0.687, 0.0324, 0.0215, 0.0047
14.59450, -0.733, 0.0320, 0.0212, 0.0055
14.59956, -0.733, 0.0316, 0.0208, 0.0039
14.60450, -0.144, 0.0312, 0.0204, 0.0039
14.60955, -0.416, 0.0308, 0.0200, 0.0047
14.61450, -0.778, 0.0304, 0.0196, 0.0047
14.61956, -0.778, 0.0300, 0.0192, 0.0031
14.62449, -0.733, 0.0296, 0.0188, 0.0039
14.62956, -0.733, 0.0292, 0.0184, 0.0047
14.63450, -0.778, 0.0288, 0.0179, 0.0031
14.63956, 0.173, 0.0284, 0.0175, 0.0039
14.64450, -0.190, 0.0280, 0.0171, 0.0031
14.64955, -0.733, 0.0276, 0.0166, 0.0047
14.65449, -0.687, 0.0272, 0.0162, 0.0031
14.65955, 0.127, 0.0268, 0.0157, 0.0047
14.66449, 0.444, 0.0264, 0.0153, 0.0047
14.66956, 0.444, 0.0260, 0.0149, 0.0039
14.67450, 0.444, 0.0256, 0.0145, 0.0039
14.67955, 0.444, 0.0252, 0.0141, 0.0031
14.68450, -0.235, 0.0248, 0.0138, 0.0039
14.68955, -0.778, 0.0244, 0.0134, 0.0031
14.69450, -0.733, 0.0240, 0.0130, 0.0039
14.69955, -0.733, 0.0236, 0.0126, 0.0031
14.70449, -0.778, 0.0232, 0.0122, 0.0031
14.70956, -0.687, 0.0228, 0.0118, 0.0024
14.71450, -0.733, 0.0224, 0.0114, 0.0031
14.71955, -0.733, 0.0220, 0.0111, 0.0039
14.72450, -0.144, 0.0216, 0.0107, 0.0024
14.72955, 0.444, 0.0212, 0.0103, 0.0031
14.73449, 0.489, 0.0208, 0.0100, 0.0031
14.73955, 0.399, 0.0204, 0.0097, 0.0031
14.74449, 0.444, 0.0200, 0.0094, 0.0016
14.74955, -0.461, 0.0196, 0.0091, 0.0024
14.75450, -0.778, 0.0192, 0.0088, 0.0016
14.75955, -0.778, 0.0188, 0.0086, 0.0008
14.76450, -0.733, 0.0184, 0.0083, 0.0000
14.76956, -1.502, 0.0180, 0.0080, 0.0008
14.77450, -1.774, 0.0176, 0.0077, 0.0000
14.77955, -0.914, 0.0172, 0.0073, 0.0000
14.78449, -0.687, 0.0168, 0.0070, -0.0008
14.78955, -0.733, 0.0164, 0.0067, 0.0000
14.79449, -0.733, 0.0160, 0.0063, -0.0008
14.79955, -0.733, 0.0156, 0.0060, -0.0008
14.80449, -0.733, 0.0152, 0.0056, -0.0008
14.80955, -0.778, 0.0148, 0.0053, -0.0008
14.81450, -0.778, 0.0144, 0.0049, -0.0008
14.81955, -0.778, 0.0140, 0.0046, -0.0016
14.82450, -0.778, 0.0136, 0.0043, -0.0008
14.82955, -0.778, 0.0132, 0.0039, -0.0016
14.83449, -0.778, 0.0128, 0.0036, -0.0016
14.83955, -0.733, 0.0124, 0.0033, -0.0024
14.84450, -0.733, 0.0120, 0.0029, -0.0016
14.84956, -0.733, 0.0116, 0.0026, -0.0024
14.85450, -0.733, 0.0112, 0.0022, -0.0024
14.85956, -0.733, 0.0108, 0.0019, -0.0031
14.86450, -0.778, 0.0104, 0.0016, -0.0024
14.86955, -1.502, 0.0100, 0.0012, -0.0039
14.87449, -1.774, 0.0096, 0.0009, -0.0031
14.87955, -1.729, 0.0092, 0.0005, -0.0024
14.88450, -1.231, 0.0088, 0.0001, -0.0031
14.88956, -0.733, 0.0084, -0.0003, -0.0024
14.89450, -0.687, 0.0080, -0.0007, -0.0039
14.89955, -0.778, 0.0076, -0.0011, -0.0024
14.90449, -0.733, 0.0072, -0.0015, -0.0031
14.90955, -0.778, 0.0068, -0.0019, -0.0039
14.91450, -0.733, 0.0064, -0.0022, -0.0031
14.91956, -0.733, 0.0060, -0.0026, -0.0031
14.92450, -0.778, 0.0056, -0.0030, -0.0039
14.92955, -0.733, 0.0052, -0.0033, -0.0047
14.93449, -1.321, 0.0048, -0.0037, -0.0039
14.93955, -1.819, 0.0044, -0.0041, -0.0039
14.94449, -1.819, 0.0040, -0.0045, -0.0047
14.94955, -1.774, 0.0036, -0.0050, -0.0039
14.95449, -1.774, 0.0032, -0.0054, -0.0039
14.95955, -1.004, 0.0028, -0.0059, -0.0047
14.96449, -0.733, 0.0024, -0.0064, -0.0047
14.96955, -0.733, 0.0020, -0.0068, -0.0031
14.97449, -0.733, 0.0016, -0.0072, -0.0031
14.97956, -0.733, 0.0012, -0.0076, -0.0047
14.98450, -0.778, 0.0008, -0.0080, -0.0047
14.98955, -0.733, 0.0004, -0.0084, -0.0039
14.99449, -1.321, 0.0000, -0.0087, -0.0047
14.99955, -1.819, -0.0004, -0.0091, -0.0055
15.00449, -1.774, -0.0008, -0.0094, -0.0047
15.00955, -1.819, -0.0012, -0.0098, -0.0047
15.01450, -1.819, -0.0016, -0.0102, -0.0055
15.01955, -1.774, -0.0020, -0.0106, -0.0055
15.02449, -1.774, -0.0024, -0.0110, -0.0055
15.02955, -1.774, -0.0028, -0.0114, -0.0047
15.03449, -1.774, -0.0032, -0.0118, -0.0063
15.03956, -1.774, -0.0036, -0.0122, -0.0063
15.04450, -1.729, -0.0040, -0.0127, -0.0063
15.04955, -1.819, -0.0044, -0.0131, -0.0055
15.05449, -1.774, -0.0048, -0.0136, -0.0063
15.05955, -1.774, -0.0052, -0.0141, -0.0055
15.06449, -1.864, -0.0056, -0.0146, -0.0055
15.06955, -1.774, -0.0060, -0.0151, -0.0055
15.07450, -1.774, -0.0064, -0.0157, -0.0055
15.07956, -1.774, -0.0068, -0.0162, -0.0047
15.08450, -1.729, -0.0072, -0.0168, -0.0047
15.08956, -1.004, -0.0076, -0.0174, -0.0047
15.09450, -0.733, -0.0080, -0.0179, -0.0055
15.09956, -1.502, -0.0084, -0.0185, -0.0047
15.10450, -1.819, -0.0088, -0.0191, -0.0039
15.10955, -1.819, -0.0092, -0.0197, -0.0047
15.11449, -1.819, -0.0096, -0.0203, -0.0031
15.11956, -1.774, -0.0100, -0.0210, -0.0024
15.12449, -1.819, -0.0104, -0.0217, -0.0024
15.12956, -1.004, -0.0108, -0.0224, -0.0024
15.13450, -0.778, -0.0112, -0.0231, -0.0008
15.13956, -0.733, -0.0116, -0.0238, -0.0016
15.14450, -0.823, -0.0120, -0.0244, 0.0000
15.14955, -0.733, -0.0124, -0.0251, 0.0000
15.15449, -0.733, -0.0128, -0.0258, 0.0000
15.15955, -0.687, -0.0132, -0.0264, 0.0016
15.16449, -0.733, -0.0136, -0.0271, 0.0008
15.16956, -0.778, -0.0140, -0.0276, 0.0016
15.17450, -0.687, -0.0144, -0.0283, 0.0016
15.17955, -0.778, -0.0148, -0.0289, 0.0024
15.18450, -0.733, -0.0152, -0.0295, 0.0031
15.18955, -0.778, -0.0156, -0.0301, 0.0024
15.19449, -0.733, -0.0160, -0.0307, 0.0031
15.19956, -0.733, -0.0164, -0.0312, 0.0031
15.20450, -0.733, -0.0168, -0.0318, 0.0031
15.20955, -0.733, -0.0172, -0.0323, 0.0031
15.21449, -0.778, -0.0176, -0.0329, 0.0039
15.21955, -0.733, -0.0180, -0.0334, 0.0031
15.22450, -0.778, -0.0184, -0.0339, 0.0047
15.22955, -0.778, -0.0188, -0.0345, 0.0039
15.23449, -0.733, -0.0192, -0.0350, 0.0039
15.23956, -0.733, -0.0196, -0.0355, 0.0047
15.24450, -0.733, -0.0200, -0.0360, 0.0039
15.24955, -0.687, -0.0204, -0.0365, 0.0047
15.25450, -0.733, -0.0208, -0.0370, 0.0039
15.25955, -0.733, -0.0212, -0.0375, 0.0055
15.26450, -0.733, -0.0216, -0.0380, 0.0055
15.26955, -0.778, -0.0220, -0.0385, 0.0039
15.27450, -0.687, -0.0224, -0.0390, 0.0055
15.27955, -0.778, -0.0228, -0.0395, 0.0047
15.28449, -0.733, -0.0232, -0.0399, 0.0047
15.28956, -0.733, -0.0236, -0.0405, 0.0055
15.29450, -0.778, -0.0240, -0.0409, 0.0055
15.29955, -0.687, -0.0244, -0.0414, 0.0047
15.30449, -0.733, -0.0248, -0.0419, 0.0047
15.30955, -0.733, -0.0252, -0.0423, 0.0063
15.31449, -0.733, -0.0256, -0.0428, 0.0055
15.31955, -0.823, -0.0260, -0.0432, 0.0055
15.32449, -0.687, -0.0264, -0.0436, 0.0047
15.32955, -0.778, -0.0268, -0.0441, 0.0055
15.33449, -0.733, -0.0272, -0.0445, 0.0039
15.33955, -0.778, -0.0276, -0.0449, 0.0055
15.34449, -1.321, -0.0280, -0.0453, 0.0047
15.34956, -1.004, -0.0284, -0.0457, 0.0047
15.35450, -0.687, -0.0288, -0.0461, 0.0047
15.35955, -0.778, -0.0292, -0.0465, 0.0047
15.36449, -0.733, -0.0296, -0.0470, 0.0055
15.36956, -0.778, -0.0300, -0.0474, 0.0039
15.37449, -0.778, -0.0304, -0.0478, 0.0047
15.37955, -0.733, -0.0308, -0.0482, 0.0047
15.38450, -0.823, -0.0312, -0.0486, 0.0055
15.38955, -0.733, -0.0316, -0.0490, 0.0039
15.39449, -0.733, -0.0320, -0.0494, 0.0047
15.39956, -0.733, -0.0324, -0.0497, 0.0047
15.40449, -0.733, -0.0328, -0.0501, 0.0039
15.40955, -0.778, -0.0332, -0.0504, 0.0039
15.41449, -0.733, -0.0336, -0.0508, 0.0031
15.41956, -1.457, -0.0340, -0.0512, 0.0039
15.42450, -1.819, -0.0344, -0.0515, 0.0031
15.42955, -1.774, -0.0348, -0.0519, 0.0031
15.43449, -1.729, -0.0352, -0.0524, 0.0031
15.43955, -1.050, -0.0356, -0.0528, 0.0031
15.44449, -0.778, -0.0360, -0.0533, 0.0031
15.44956, -0.778, -0.0364, -0.0537, 0.0031
15.45449, -0.733, -0.0368, -0.0541, 0.0039
15.45955, -0.778, -0.0372, -0.0546, 0.0031
15.46450, -0.778, -0.0376, -0.0550, 0.0031
15.46955, -0.687, -0.0380, -0.0554, 0.0031
15.47449, -0.733, -0.0384, -0.0558, 0.0039
15.47955, -0.733, -0.0388, -0.0562, 0.0039
15.48449, -0.778, -0.0392, -0.0566, 0.0031
15.48955, -0.733, -0.0396, -0.0571, 0.0039
15.49449, -0.778, -0.0400, -0.0575, 0.0031
15.49955, -0.778, -0.0404, -0.0579, 0.0024
15.50449, -0.687, -0.0408, -0.0583, 0.0031
15.50956, -1.593, -0.0412, -0.0587, 0.0039
15.51450, -1.185, -0.0416, -0.0590, 0.0024
15.51955, -0.733, -0.0420, -0.0594, 0.0031
15.52449, -0.733, -0.0424, -0.0598, 0.0031
15.52956, -0.778, -0.0428, -0.0602, 0.0031
15.53450, -0.733, -0.0432, -0.0606, 0.0031
15.53955, -0.778, -0.0436, -0.0610, 0.0031
15.54449, -0.778, -0.0440, -0.0613, 0.0031
15.54956, -0.778, -0.0444, -0.0617, 0.0024
15.55450, -0.733, -0.0448, -0.0620, 0.0024
15.55955, -0.778, -0.0452, -0.0624, 0.0024
15.56450, -0.778, -0.0456, -0.0627, 0.0024
15.56955, -1.548, -0.0460, -0.0631, 0.0024
15.57450, -1.819, -0.0464, -0.0634, 0.0016
15.57955, -0.959, -0.0468, -0.0637, 0.0016
15.58449, -1.276, -0.0472, -0.0641, 0.0008
15.58955, -1.774, -0.0476, -0.0644, 0.0016
15.59449, -1.729, -0.0480, -0.0648, 0.0016
15.59956, -1.774, -0.0484, -0.0652, 0.0008
15.60450, -1.231, -0.0488, -0.0656, 0.0016
15.60955, -0.778, -0.0492, -0.0660, 0.0016
15.61450, -0.778, -0.0496, -0.0663, 0.0008
15.61955, -0.733, -0.0500, -0.0667, 0.0008
15.62449, -0.778, -0.0504, -0.0671, 0.0008
15.62956, -1.548, -0.0508, -0.0675, 0.0008
15.63450, -1.774, -0.0512, -0.0678, 0.0008
15.63955, -1.774, -0.0516, -0.0682, 0.0016
15.64449, -1.231, -0.0520, -0.0686, 0.0008
15.64955, -0.733, -0.0524, -0.0690, 0.0008
15.65450, -0.733, -0.0528, -0.0694, 0.0008
15.65955, -0.778, -0.0532, -0.0697, 0.0008
15.66449, -0.733, -0.0536, -0.0701, 0.0000
15.66955, -1.548, -0.0540, -0.0704, 0.0008
15.67450, -1.774, -0.0544, -0.0708, 0.0008
15.67955, -1.774, -0.0548, -0.0712, 0.0000
15.68449, -1.774, -0.0552, -0.0716, 0.0000
15.68955, -1.819, -0.0556, -0.0720, 0.0008
15.69449, -1.774, -0.0560, -0.0724, 0.0000
15.69956, -1.004, -0.0564, -0.0729, 0.0008
15.70450, -0.733, -0.0568, -0.0734, 0.0008
15.70955, -0.778, -0.0572, -0.0738, 0.0000
15.71449, -0.733, -0.0576, -0.0742, 0.0008
15.71955, -0.733, -0.0580, -0.0746, 0.0016
15.72449, -0.778, -0.0584, -0.0750, 0.0008
15.72955, -0.778, -0.0588, -0.0754, 0.0008
15.73449, -0.733, -0.0592, -0.0758, 0.0008
15.73956, -0.733, -0.0596, -0.0762, 0.0008
15.74450, -1.321, -0.0600, -0.0766, 0.0008
15.74955, -1.819, -0.0604, -0.0769, 0.0000
15.75449, -1.774, -0.0608, -0.0773, 0.0000
15.75955, -1.819, -0.0612, -0.0777, 0.0000
15.76450, -1.774, -0.0616, -0.0781, 0.0008
15.76955, -1.729, -0.0620, -0.0786, 0.0008
15.77449, -1.231, -0.0624, -0.0790, 0.0008
15.77956, -0.687, -0.0628, -0.0795, 0.0008
15.78450, -0.778, -0.0632, -0.0799, 0.0008
15.78956, -0.733, -0.0636, -0.0804, 0.0008
15.79450, -0.778, -0.0640, -0.0807, 0.0008
15.79955, -0.733, -0.0644, -0.0812, 0.0008
15.80449, -1.366, -0.0648, -0.0816, 0.0016
15.80955, -1.774, -0.0652, -0.0820, 0.0000
15.81450, -1.140, -0.0656, -0.0824, 0.0016
15.81956, -1.502, -0.0660, -0.0829, 0.0016
15.82449, -1.231, -0.0664, -0.0833, 0.0008
15.82955, -0.733, -0.0668, -0.0838, 0.0016
15.83449, -0.733, -0.0672, -0.0843, 0.0008
15.83956, -0.733, -0.0676, -0.0847, 0.0024
15.84450, -0.778, -0.0680, -0.0852, 0.0024
15.84956, -0.778, -0.0684, -0.0856, 0.0016
15.85450, -0.733, -0.0688, -0.0861, 0.0024
15.85955, -0.778, -0.0692, -0.0865, 0.0024
15.86449, -0.778, -0.0696, -0.0869, 0.0024
15.86955, -0.733, -0.0700, -0.0873, 0.0024
15.87449, -0.733, -0.0704, -0.0877, 0.0024
15.87955, -0.733, -0.0708, -0.0881, 0.0031
15.88449, -0.778, -0.0712, -0.0885, 0.0024
15.88955, -0.687, -0.0716, -0.0889, 0.0031
15.89450, -0.733, -0.0720, -0.0893, 0.0024
15.89955, -0.733, -0.0724, -0.0897, 0.0024
15.90450, -0.733, -0.0728, -0.0901, 0.0031
15.90955, -0.778, -0.0732, -0.0905, 0.0024
15.91449, -0.733, -0.0736, -0.0909, 0.0024
15.91955, -0.778, -0.0740, -0.0913, 0.0024
15.92449, -0.733, -0.0744, -0.0917, 0.0031
15.92955, -0.778, -0.0748, -0.0921, 0.0031
15.93450, -0.733, -0.0752, -0.0925, 0.0024
15.93955, -0.733, -0.0756, -0.0929, 0.0031
15.94449, -0.778, -0.0760, -0.0932, 0.0024
15.94956, -0.733, -0.0764, -0.0936, 0.0031
15.95450, -0.733, -0.0768, -0.0941, 0.0024
15.95956, -0.733, -0.0772, -0.0945, 0.0031
15.96450, -0.733, -0.0776, -0.0949, 0.0024
15.96955, -0.778, -0.0780, -0.0953, 0.0024
15.97449, -0.733, -0.0784, -0.0957, 0.0031
15.97955, -0.778, -0.0788, -0.0961, 0.0031
15.98449, -0.733, -0.0792, -0.0964, 0.0024
15.98955, -0.778, -0.0796, -0.0968, 0.0031
15.99449, -0.733, -0.0800, -0.0972, 0.0031
15.99956, -0.733, -0.0804, -0.0976, 0.0024
16.00450, -0.733, -0.0808, -0.0979, 0.0031
16.00955, -0.687, -0.0812, -0.0983, 0.0024
16.01450, -0.733, -0.0816, -0.0986, 0.0024
16.01956, -0.733, -0.0820, -0.0990, 0.0024
16.02449, -0.733, -0.0824, -0.0994, 0.0024
16.02956, -0.778, -0.0828, -0.0997, 0.0024
16.03450, -0.733, -0.0832, -0.1001, 0.0024
16.03955, -0.778, -0.0836, -0.1005, 0.0024
16.04449, -0.778, -0.0840, -0.1008, 0.0024
16.04956, -0.733, -0.0844, -0.1012, 0.0024
16.05450, -0.733, -0.0848, -0.1015, 0.0024
16.05955, -0.733, -0.0852, -0.1019, 0.0024
16.06450, -0.778, -0.0856, -0.1022, 0.0024
16.06955, -0.733, -0.0860, -0.1026, 0.0016
16.07449, -0.733, -0.0864, -0.1029, 0.0024
16.07956, -0.733, -0.0868, -0.1032, 0.0016
16.08450, -0.733, -0.0872, -0.1036, 0.0016
16.08956, -0.778, -0.0876, -0.1039, 0.0016
16.09450, -0.733, -0.0880, -0.1042, 0.0016
16.09956, -0.733, -0.0884, -0.1045, 0.0016
16.10450, -0.733, -0.0888, -0.1049, 0.0008
16.10956, -0.778, -0.0892, -0.1052, 0.0008
16.11450, -0.733, -0.0896, -0.1055, 0.0016
16.11955, -0.733, -0.0900, -0.1059, 0.0008
16.12450, -0.733, -0.0904, -0.1062, 0.0016
16.12955, -0.778, -0.0908, -0.1066, 0.0008
16.13449, -0.733, -0.0912, -0.1069, 0.0008
16.13956, -0.733, -0.0916, -0.1073, 0.0008
16.14450, -0.733, -0.0920, -0.1076, 0.0008
16.14955, -0.733, -0.0924, -0.1080, 0.0008
16.15449, -0.733, -0.0928, -0.1083, 0.0008
16.15956, -0.733, -0.0932, -0.1087, 0.0008
16.16450, -0.778, -0.0936, -0.1091, 0.0016
16.16956, -0.733, -0.0940, -0.1095, 0.0008
16.17450, -0.733, -0.0944, -0.1099, 0.0008
16.17956, -0.778, -0.0948, -0.1102, 0.0008
16.18450, -0.733, -0.0952, -0.1106, 0.0000
16.18955, -0.733, -0.0956, -0.1110, 0.0016
16.19449, -0.778, -0.0960, -0.1114, 0.0000
16.19956, -0.733, -0.0964, -0.1118, 0.0008
16.20450, -0.733, -0.0968, -0.1122, 0.0016
16.20955, -0.733, -0.0972, -0.1125, 0.0000
16.21449, -0.687, -0.0976, -0.1129, 0.0016
16.21955, -0.733, -0.0980, -0.1133, 0.0008
16.22450, -0.733, -0.0984, -0.1137, 0.0008
16.22955, -0.733, -0.0988, -0.1141, 0.0016
16.23449, -0.778, -0.0992, -0.1144, 0.0008
16.23955, 0.127, -0.0996, -0.1148, 0.0016
16.24450, -0.235, -0.1000, -0.1151, 0.0008
16.24956, -0.733, -0.1004, -0.1155, 0.0016
16.25450, -0.733, -0.1008, -0.1159, 0.0016
16.25955, -0.778, -0.1012, -0.1162, 0.0008
16.26450, -0.733, -0.1016, -0.1165, 0.0016
16.26956, -0.778, -0.1020, -0.1169, 0.0008
16.27450, -0.778, -0.1024, -0.1172, 0.0008
16.27956, -0.733, -0.1028, -0.1175, 0.0008
16.28450, -0.733, -0.1032, -0.1178, 0.0000
16.28956, -0.733, -0.1036, -0.1182, 0.0008
16.29450, -0.733, -0.1040, -0.1185, 0.0000
16.29955, -0.733, -0.1044, -0.1189, 0.0000
16.30449, -0.733, -0.1048, -0.1192, 0.0008
16.30955, -0.778, -0.1052, -0.1195, 0.0000
16.31450, -0.733, -0.1056, -0.1198, 0.0000
16.31955, -0.778, -0.1060, -0.1202, 0.0000
16.32450, -0.778, -0.1064, -0.1205, -0.0008
16.32955, -0.778, -0.1068, -0.1208, 0.0000
16.33450, -0.733, -0.1072, -0.1212, 0.0000
16.33956, -0.733, -0.1076, -0.1215, -0.0008
16.34449, -0.778, -0.1080, -0.1218, 0.0000
16.34956, -0.778, -0.1084, -0.1222, -0.0008
16.35450, -0.733, -0.1088, -0.1225, 0.0000
16.35955, -0.778, -0.1092, -0.1228, -0.0008
16.36449, -0.733, -0.1096, -0.1231, -0.0016
16.36955, -0.733, -0.1100, -0.1235, 0.0000
16.37449, -0.778, -0.1104, -0.1237, -0.0008
16.37955, -0.733, -0.1108, -0.1241, -0.0008
16.38449, -0.778, -0.1112, -0.1243, -0.0008
16.38955, -0.778, -0.1116, -0.1247, -0.0016
16.39449, -0.733, -0.1120, -0.1249, -0.0016
16.39956, -0.733, -0.1124, -0.1252, -0.0024
16.40450, -0.733, -0.1128, -0.1255, -0.0016
16.40955, -1.548, -0.1132, -0.1258, -0.0024
16.41449, -1.729, -0.1136, -0.1261, -0.0031
16.41955, -1.774, -0.1140, -0.1265, -0.0024
16.42450, -1.774, -0.1144, -0.1268, -0.0031
16.42956, -1.774, -0.1148, -0.1272, -0.0024
16.43450, -1.140, -0.1152, -0.1276, -0.0024
16.43955, -0.778, -0.1156, -0.1280, -0.0031
16.44449, -0.778, -0.1160, -0.1283, -0.0024
16.44955, -0.778, -0.1164, -0.1286, -0.0031
16.45449, -0.733, -0.1168, -0.1290, -0.0024
16.45955, -0.778, -0.1172, -0.1293, -0.0024
16.46449, -0.778, -0.1176, -0.1296, -0.0031
16.46955, -0.733, -0.1180, -0.1299, -0.0031
16.47450, -0.733, -0.1184, -0.1302, -0.0039
16.47955, -1.548, -0.1188, -0.1306, -0.0031
16.48449, -1.774, -0.1192, -0.1308, -0.0047
16.48956, -1.774, -0.1196, -0.1312, -0.0039
16.49450, -1.774, -0.1200, -0.1315, -0.0031
16.49956, -1.774, -0.1204, -0.1319, -0.0047
16.50450, -1.729, -0.1208, -0.1323, -0.0039
16.50955, -1.774, -0.1212, -0.1327, -0.0039
16.51450, -1.231, -0.1216, -0.1331, -0.0039
16.51956, -0.733, -0.1220, -0.1334, -0.0039
16.52449, -0.733, -0.1224, -0.1338, -0.0047
16.52956, -0.778, -0.1228, -0.1341, -0.0039
16.53450, -1.321, -0.1232, -0.1345, -0.0047
16.53956, -1.774, -0.1236, -0.1348, -0.0047
16.54450, -1.819, -0.1240, -0.1352, -0.0047
16.54955, -1.774, -0.1244, -0.1356, -0.0047
16.55449, -1.729, -0.1248, -0.1360, -0.0047
16.55955, -1.774, -0.1252, -0.1364, -0.0047
16.56450, -1.774, -0.1256, -0.1368, -0.0047
16.56955, -1.774, -0.1260, -0.1372, -0.0047
16.57449, -1.774, -0.1264, -0.1377, -0.0047
16.57955, -1.774, -0.1268, -0.1382, -0.0039
16.58450, -1.819, -0.1272, -0.1386, -0.0047
16.58956, -1.004, -0.1276, -0.1391, -0.0047
16.59449, -1.276, -0.1280, -0.1396, -0.0031
16.59956, -1.819, -0.1284, -0.1401, -0.0039
16.60450, -1.185, -0.1288, -0.1406, -0.0031
16.60956, -0.733, -0.1292, -0.1411, -0.0031
16.61450, -0.733, -0.1296, -0.1416, -0.0031
16.61956, -0.733, -0.1300, -0.1421, -0.0024
16.62449, -0.778, -0.1304, -0.1425, -0.0039
16.62955, -0.733, -0.1308, -0.1429, -0.0031
16.63449, -1.321, -0.1312, -0.1434, -0.0024
16.63955, -1.819, -0.1316, -0.1438, -0.0031
16.64449, -1.774, -0.1320, -0.1443, -0.0024
16.64955, -1.819, -0.1324, -0.1448, -0.0031
16.65449, -1.774, -0.1328, -0.1452, -0.0024
16.65955, -1.774, -0.1332, -0.1457, -0.0024
16.66449, -1.819, -0.1336, -0.1462, -0.0024
16.66955, -1.729, -0.1340, -0.1468, -0.0016
16.67450, -1.276, -0.1344, -0.1473, -0.0016
16.67956, -0.687, -0.1348, -0.1478, -0.0016
16.68450, -0.733, -0.1352, -0.1484, -0.0008
16.68955, -0.823, -0.1356, -0.1488, -0.0008
16.69449, -0.733, -0.1360, -0.1493, -0.0008
16.69956, -0.733, -0.1364, -0.1498, 0.0000
16.70449, -0.778, -0.1368, -0.1502, 0.0000
16.70955, -0.733, -0.1372, -0.1507, 0.0000
16.71449, -0.733, -0.1376, -0.1511, -0.0008
16.71956, -1.457, -0.1380, -0.1516, -0.0008
16.72450, -1.774, -0.1384, -0.1521, 0.0000
16.72955, -1.819, -0.1388, -0.1525, 0.0000
16.73450, -1.729, -0.1392, -0.1530, 0.0000
16.73955, -1.864, -0.1396, -0.1536, 0.0008
16.74450, -1.774, -0.1400, -0.1541, 0.0000
16.74956, -1.004, -0.1404, -0.1547, 0.0008
16.75450, -0.733, -0.1408, -0.1552, 0.0008
16.75955, -0.733, -0.1412, -0.1558, 0.0008
16.76450, -0.733, -0.1416, -0.1563, 0.0016
16.76955, -0.778, -0.1420, -0.1569, 0.0016
16.77449, -0.733, -0.1424, -0.1574, 0.0016
16.77956, -0.733, -0.1428, -0.1579, 0.0024
16.78450, -0.823, -0.1432, -0.1584, 0.0024
16.78956, -0.733, -0.1436, -0.1589, 0.0024
16.79449, -0.733, -0.1440, -0.1594, 0.0031
16.79955, -0.687, -0.1444, -0.1600, 0.0031
16.80449, -0.733, -0.1448, -0.1605, 0.0031
16.80955, -0.733, -0.1452, -0.1610, 0.0031
16.81449, -0.687, -0.1456, -0.1615, 0.0024
16.81955, -0.733, -0.1460, -0.1620, 0.0039
